,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 328,91 M","R$ 137,90 M","R$ 28,58",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
1,31/03/2024,"R$ 266,30 M","R$ 136,46 M","R$ 28,28",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
2,31/12/2023,"R$ 260,45 M","R$ 132,66 M","R$ 27,49",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
3,30/09/2023,"R$ 258,65 M","R$ 137,01 M","R$ 28,40",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
4,30/06/2023,"R$ 258,25 M","R$ 134,89 M","R$ 27,96",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
5,31/03/2023,"R$ 241,19 M","R$ 133,19 M","R$ 27,60",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
6,31/12/2022,"R$ 250,03 M","R$ 132,13 M","R$ 27,38",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
7,30/09/2022,"R$ 272,69 M","R$ 134,10 M","R$ 27,79",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
8,30/06/2022,"R$ 298,09 M","R$ 132,41 M","R$ 27,44",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
9,31/03/2022,"R$ 323,15 M","R$ 131,33 M","R$ 27,22",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
10,31/12/2021,"R$ 322,73 M","R$ 128,62 M","R$ 26,66",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
11,30/09/2021,"R$ 236,58 M","R$ 126,23 M","R$ 26,16",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
12,30/06/2021,"R$ 226,26 M","R$ 125,94 M","R$ 26,10",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
13,31/03/2021,"R$ 203,15 M","R$ 125,02 M","R$ 25,91",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
14,31/12/2020,"R$ 206,56 M","R$ 125,13 M","R$ 25,93",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
15,30/09/2020,"R$ 206,48 M","R$ 123,88 M","R$ 25,67",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
16,30/06/2020,"R$ 238,25 M","R$ 123,75 M","R$ 25,65",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
17,31/03/2020,"R$ 195,03 M","R$ 123,58 M","R$ 25,61",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
18,31/12/2019,"R$ 176,94 M","R$ 123,08 M","R$ 25,51",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
19,30/09/2019,"R$ 201,63 M","R$ 120,28 M","R$ 24,93",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
20,30/06/2019,"R$ 181,85 M","R$ 119,37 M","R$ 24,74",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
21,31/03/2019,"R$ 164,18 M","R$ 118,93 M","R$ 24,65",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
22,31/12/2018,"R$ 166,43 M","R$ 119,04 M","R$ 24,67",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
23,30/09/2018,"R$ 173,49 M","R$ 119,15 M","R$ 24,69",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
24,30/06/2018,"R$ 174,64 M","R$ 118,46 M","R$ 24,55",4.115.000,710.000,710.000,4.825.000,0,0,0,0,4.115.000,710.000,4.825.000,410
25,31/03/2018,"R$ 185,05 M","R$ 117,27 M","R$ 64,26",1.115.000,710.000,710.000,1.825.000,0,0,0,0,1.115.000,710.000,1.825.000,410
26,31/12/2017,"R$ 103,23 M","R$ 56,15 M","R$ 30,77",1.115.000,710.000,710.000,1.825.000,0,0,0,0,1.115.000,710.000,1.825.000,410
27,30/09/2017,"R$ 88,49 M","R$ 57,62 M","R$ 31,57",1.115.000,710.000,710.000,1.825.000,0,0,0,0,1.115.000,710.000,1.825.000,410
28,30/06/2017,"R$ 88,69 M","R$ 57,94 M","R$ 0,32",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
29,31/03/2017,"R$ 286,88 M","R$ 263,01 M","R$ 1,44",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
30,31/12/2016,"R$ 284,87 M","R$ 260,24 M","R$ 1,43",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
31,30/09/2016,"R$ 273,81 M","R$ 259,45 M","R$ 0,34",464.127.000,295.588.000,295.588.000,759.715.000,0,0,0,0,464.127.000,295.588.000,759.715.000,410
32,30/06/2016,"R$ 269,01 M","R$ 255,22 M","R$ 0,34",464.127.000,295.588.000,295.588.000,759.715.000,0,0,0,0,464.127.000,295.588.000,759.715.000,410
33,31/03/2016,"R$ 265,47 M","R$ 251,37 M","R$ 0,33",464.127.000,295.588.000,295.588.000,759.715.000,0,0,0,0,464.127.000,295.588.000,759.715.000,410
34,31/12/2015,"R$ 75,49 M","R$ 60,85 M","R$ 0,33",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
35,30/09/2015,"R$ 76,10 M","R$ 60,60 M","R$ 0,33",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
36,30/06/2015,"R$ 76,13 M","R$ 60,11 M","R$ 0,33",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
37,31/03/2015,"R$ 76,82 M","R$ 59,90 M","R$ 0,33",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
38,31/12/2014,"R$ 79,07 M","R$ 58,56 M","R$ 0,32",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
39,30/09/2014,"R$ 83,59 M","R$ 58,06 M","R$ 0,32",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
40,30/06/2014,"R$ 86,18 M","R$ 57,51 M","R$ 0,32",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
41,31/03/2014,"R$ 92,38 M","R$ 57,26 M","R$ 0,31",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
42,31/12/2013,"R$ 101,37 M","R$ 56,65 M","R$ 0,31",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
43,30/09/2013,"R$ 117,98 M","R$ 56,48 M","R$ 0,31",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
44,30/06/2013,"R$ 129,60 M","R$ 56,56 M","R$ 0,31",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
45,31/03/2013,"R$ 194,89 M","R$ 56,43 M","R$ 0,31",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
46,31/12/2012,"R$ 248,57 M","R$ 55,86 M","R$ 0,31",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
47,30/09/2012,"R$ 333,58 M","R$ 55,54 M","R$ 0,30",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
48,30/06/2012,"R$ 433,74 M","R$ 54,50 M","R$ 0,30",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
49,31/03/2012,"R$ 530,88 M","R$ 53,47 M","R$ 0,29",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
50,31/12/2011,"R$ 628,89 M","R$ 52,31 M","R$ 0,29",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
51,30/09/2011,"R$ 789,23 M","R$ 51,74 M","R$ 0,28",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
52,30/06/2011,"R$ 906,59 M","R$ 50,50 M","R$ 0,28",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
53,31/03/2011,"R$ 1,12 B","R$ 49,94 M","R$ 0,27",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
54,31/12/2010,"R$ 1,27 B","R$ 48,78 M","R$ 0,27",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
55,30/09/2010,"R$ 1,41 B","R$ 48,81 M","R$ 0,27",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
56,30/06/2010,"R$ 1,79 B","R$ 48,01 M","R$ 0,26",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
57,31/03/2010,"R$ 1,86 B","R$ 47,94 M","R$ 0,26",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
58,31/12/2009,"R$ 1,84 B","R$ 47,47 M","R$ 0,26",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
59,30/09/2009,"R$ 1,68 B","R$ 47,31 M","R$ 0,26",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
60,30/06/2009,"R$ 1,58 B","R$ 46,86 M","R$ 0,26",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
61,31/03/2009,"R$ 1,36 B","R$ 45,56 M","R$ 0,25",111.506.000,71.014.000,71.014.000,182.520.000,0,0,0,0,111.506.000,71.014.000,182.520.000,410
