,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 28,08 M","R$ 7,08 M","R$ 443,35 mil","- R$ 1,14 M","R$ 1,58 M","R$ 3,41 M","R$ 0,29",308
1,31/03/2024,"R$ 27,66 M","R$ 7,08 M","R$ 829,52 mil","- R$ 1,17 M","R$ 2,00 M","R$ 3,74 M","R$ 0,31",308
2,31/12/2023,"R$ 28,76 M","R$ 7,25 M","R$ 1,09 M","- R$ 1,22 M","R$ 2,32 M","R$ 2,48 M","R$ 0,21",308
3,30/09/2023,"R$ 28,98 M","R$ 7,35 M","R$ 5,89 M","- R$ 1,26 M","R$ 7,15 M","R$ 7,24 M","R$ 0,61",308
4,30/06/2023,"R$ 29,59 M","R$ 8,00 M","R$ 6,31 M","- R$ 1,32 M","R$ 7,63 M","R$ 7,64 M","R$ 0,64",308
5,31/03/2023,"R$ 29,37 M","R$ 7,01 M","R$ 4,87 M","- R$ 1,39 M","R$ 6,26 M","R$ 6,12 M","R$ 0,51",308
6,31/12/2022,"R$ 28,18 M","R$ 6,53 M","R$ 4,43 M","- R$ 1,47 M","R$ 5,90 M","R$ 5,55 M","R$ 0,47",308
7,30/09/2022,"R$ 28,55 M","R$ 5,68 M","R$ 3,40 M","- R$ 1,52 M","R$ 4,92 M","R$ 3,58 M","R$ 0,30",308
8,30/06/2022,"R$ 31,66 M","R$ 6,94 M","R$ 4,55 M","- R$ 1,57 M","R$ 6,12 M","R$ 4,48 M","R$ 0,38",308
9,31/03/2022,"R$ 35,39 M","R$ 9,12 M","R$ 6,37 M","- R$ 1,62 M","R$ 7,99 M","R$ 5,86 M","R$ 0,49",308
10,31/12/2021,"R$ 41,63 M","R$ 12,01 M","R$ 9,08 M","- R$ 1,64 M","R$ 10,72 M","R$ 8,02 M","R$ 0,67",308
11,30/09/2021,"R$ 45,10 M","R$ 14,06 M","R$ 11,44 M","- R$ 1,66 M","R$ 13,09 M","R$ 10,04 M","R$ 0,84",308
12,30/06/2021,"R$ 43,64 M","R$ 13,78 M","R$ 11,47 M","- R$ 1,66 M","R$ 13,13 M","R$ 9,78 M","R$ 0,82",308
13,31/03/2021,"R$ 37,72 M","R$ 11,73 M","R$ 10,36 M","- R$ 1,66 M","R$ 12,02 M","R$ 8,49 M","R$ 0,71",308
14,31/12/2020,"R$ 29,81 M","R$ 8,39 M","R$ 7,52 M","- R$ 1,66 M","R$ 9,18 M","R$ 5,58 M","R$ 0,47",308
15,30/09/2020,"R$ 25,29 M","R$ 6,90 M","R$ 6,20 M","- R$ 1,67 M","R$ 7,87 M","R$ 4,84 M","R$ 0,41",308
