,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 1,08 B","R$ 738,53 M","R$ 20,28",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
1,31/03/2024,"R$ 883,02 M","R$ 728,43 M","R$ 20,00",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
2,31/12/2023,"R$ 1,01 B","R$ 702,23 M","R$ 19,28",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
3,30/09/2023,"R$ 825,60 M","R$ 669,90 M","R$ 18,40",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
4,30/06/2023,"R$ 944,22 M","R$ 653,32 M","R$ 17,94",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
5,31/03/2023,"R$ 867,56 M","R$ 645,42 M","R$ 17,72",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
6,31/12/2022,"R$ 811,57 M","R$ 622,01 M","R$ 17,08",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
7,30/09/2022,"R$ 738,66 M","R$ 605,08 M","R$ 16,62",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
8,30/06/2022,"R$ 701,95 M","R$ 577,78 M","R$ 15,87",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
9,31/03/2022,"R$ 691,88 M","R$ 556,83 M","R$ 15,29",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
10,31/12/2021,"R$ 668,10 M","R$ 541,98 M","R$ 14,88",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
11,30/09/2021,"R$ 651,25 M","R$ 530,32 M","R$ 14,56",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
12,30/06/2021,"R$ 640,87 M","R$ 513,22 M","R$ 14,09",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
13,31/03/2021,"R$ 629,06 M","R$ 483,64 M","R$ 13,28",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
14,31/12/2020,"R$ 569,37 M","R$ 461,75 M","R$ 12,68",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
15,30/09/2020,"R$ 578,37 M","R$ 458,46 M","R$ 12,59",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
16,30/06/2020,"R$ 578,27 M","R$ 439,68 M","R$ 12,07",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
17,31/03/2020,"R$ 534,97 M","R$ 429,74 M","R$ 11,80",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
18,31/12/2019,"R$ 515,47 M","R$ 420,12 M","R$ 11,54",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
19,30/09/2019,"R$ 526,43 M","R$ 414,64 M","R$ 11,39",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
20,30/06/2019,"R$ 531,11 M","R$ 400,52 M","R$ 11,00",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
21,31/03/2019,"R$ 494,28 M","R$ 394,88 M","R$ 10,84",16.571.220,19.843.450,19.843.450,36.414.670,0,0,0,0,16.571.220,19.843.450,36.414.670
